394,928,4
394,132,4
394,222,4
394,12,4
394,403,4
394,101,4
394,802,1
394,28,4
394,33,4
394,265,4
394,174,5
394,313,5
394,576,2
394,795,2
394,383,2
394,39,4
394,720,2
394,549,4
394,250,4
394,433,4
394,1210,3
394,450,3
394,1033,3
394,672,3
394,73,3
394,202,5
394,227,4
394,186,5
394,79,5
394,229,3
394,31,3
394,411,4
394,541,3
394,24,5
394,550,4
394,123,5
394,577,2
394,173,5
394,88,3
394,56,5
394,228,5
394,77,3
394,418,4
394,179,5
394,679,3
394,419,5
394,118,4
394,771,4
394,184,3
394,655,5
394,68,5
394,358,3
394,578,2
394,230,3
394,210,4
394,364,3
394,22,5
394,62,4
394,940,3
394,226,2
394,508,4
394,98,5
394,763,3
394,742,5
394,4,4
