887,928,5
887,1013,4
887,132,4
887,222,3
887,768,4
887,1136,5
887,28,5
887,254,4
887,8,4
887,755,5
887,1063,1
887,588,4
887,142,1
887,473,4
887,9,2
887,200,1
887,993,5
887,720,5
887,1035,5
887,274,1
887,491,2
887,410,4
887,692,5
887,1283,5
887,1028,5
887,926,5
887,1033,4
887,240,5
887,596,5
887,47,5
887,289,5
887,202,5
887,931,3
887,13,1
887,411,4
887,100,2
887,24,5
887,548,1
887,228,4
887,56,5
887,427,5
887,476,1
887,418,4
887,1413,4
887,419,2
887,471,3
887,118,5
887,225,4
887,235,3
887,655,1
887,578,4
887,699,1
887,369,5
887,284,4
887,305,5
887,87,5
887,125,5
887,210,5
887,22,5
887,65,5
887,1012,1
887,143,5
887,98,3
887,562,5
887,763,5
887,318,5
