5,241,1
5,388,2
5,222,4
5,101,5
5,403,3
5,214,3
5,428,5
5,425,2
5,451,1
5,153,5
5,456,1
5,446,4
5,435,4
5,370,1
5,174,5
5,407,3
5,452,1
5,200,2
5,189,5
5,239,4
5,383,3
5,395,2
5,442,1
5,250,3
5,433,5
5,387,3
5,410,1
5,445,3
5,66,1
5,219,3
5,450,1
5,167,2
5,397,2
5,80,2
5,227,4
5,79,3
5,186,5
5,229,2
5,411,1
5,394,2
5,100,5
5,24,4
5,367,3
5,135,4
5,145,1
5,439,1
5,173,4
5,228,5
5,372,3
5,371,1
5,427,3
5,444,2
5,400,1
5,418,3
5,419,3
5,235,4
5,225,2
5,447,3
5,396,5
5,381,1
5,230,3
5,70,4
5,436,5
5,369,1
5,373,3
5,210,3
5,457,1
5,422,4
5,62,4
5,364,1
5,163,5
5,226,3
5,143,3
5,430,5
5,98,3
5,398,2
