862,928,4
862,222,5
862,92,5
862,505,4
862,603,5
862,214,3
862,199,5
862,478,4
862,215,4
862,174,5
862,737,4
862,407,3
862,831,3
862,520,4
862,200,5
862,647,5
862,1199,2
862,433,4
862,196,5
862,484,4
862,201,3
862,271,5
862,357,3
862,79,5
862,81,5
862,467,4
862,135,5
862,24,4
862,657,5
862,650,4
862,173,5
862,56,3
862,228,5
862,476,4
862,179,5
862,276,5
862,640,3
862,184,2
862,655,5
862,188,5
862,495,4
862,230,3
862,436,4
862,70,4
862,260,5
862,210,4
862,22,5
862,205,4
862,143,5
862,98,5
862,526,4
862,742,5
