798,660,3
798,132,4
798,222,3
798,768,4
798,403,4
798,988,3
798,998,3
798,265,5
798,174,4
798,930,5
798,1063,3
798,588,4
798,142,3
798,473,2
798,576,3
798,133,3
798,49,4
798,239,4
798,993,3
798,720,5
798,1469,3
798,1035,4
798,274,5
798,196,3
798,1411,1
798,281,4
798,801,3
798,1089,3
798,926,4
798,73,4
798,79,4
798,671,2
798,173,5
798,88,4
798,662,3
798,722,3
798,476,2
798,400,3
798,602,3
798,1544,3
798,486,4
798,945,3
798,118,4
798,740,2
798,220,3
798,1224,2
798,270,4
798,87,3
798,125,3
798,210,4
798,1066,2
798,732,2
798,940,1
798,143,5
798,603,3
798,451,2
798,878,4
798,1049,3
798,28,4
798,254,5
798,659,4
798,941,3
798,755,3
798,275,4
798,795,3
798,781,2
798,395,3
798,731,3
798,491,4
798,66,3
798,1003,3
798,827,4
798,1283,4
798,692,4
798,463,3
798,289,3
798,202,2
798,81,3
798,690,4
798,394,4
798,367,3
798,1102,4
798,577,2
798,228,3
798,1139,3
798,444,2
798,1076,3
798,418,4
798,419,4
798,225,4
798,83,4
798,805,4
798,191,4
798,825,3
798,699,3
798,62,4
798,163,3
798,98,1
798,719,1
798,306,3
