639,285,1
639,660,2
639,511,4
639,12,3
639,451,4
639,199,3
639,153,3
639,28,4
639,659,3
639,215,1
639,514,4
639,174,4
639,275,4
639,923,4
639,313,1
639,286,4
639,553,3
639,647,3
639,604,4
639,549,2
639,483,5
639,971,4
639,274,1
639,731,2
639,196,3
639,747,3
639,387,3
639,213,5
639,66,3
639,692,3
639,237,1
639,300,3
639,1101,3
639,202,2
639,357,3
639,1194,5
639,100,1
639,135,4
639,88,3
639,173,1
639,792,2
639,662,2
639,427,4
639,512,2
639,371,1
639,311,3
639,179,1
639,178,5
639,471,2
639,83,4
639,990,1
639,740,4
639,86,4
639,58,3
639,655,3
639,1020,4
639,170,4
639,191,3
639,381,2
639,70,3
639,212,4
639,305,1
639,87,3
639,865,1
639,51,2
639,528,4
639,137,3
639,210,3
639,98,4
639,1193,4
639,526,4
639,306,4
