332,1013,3
332,928,5
332,660,3
332,866,2
332,1188,5
332,222,4
332,302,5
332,255,4
332,12,5
332,451,5
332,456,4
332,8,5
332,265,4
332,370,2
332,174,5
332,326,5
332,831,3
332,879,4
332,313,5
332,41,5
332,9,4
332,452,4
332,307,5
332,332,4
332,147,4
332,54,4
332,840,4
332,410,4
332,827,4
332,1028,4
332,237,5
332,1210,3
332,450,5
332,240,4
332,300,5
332,271,4
332,73,4
332,227,5
332,931,2
332,79,5
332,328,5
332,148,5
332,229,5
332,31,4
332,120,4
332,411,4
332,367,4
332,123,4
332,291,4
332,550,5
332,249,3
332,173,5
332,228,5
332,56,5
332,595,4
332,77,4
332,327,5
332,1011,3
332,276,3
332,679,5
332,342,4
332,471,4
332,1315,2
332,1016,5
332,235,3
332,225,3
332,833,5
332,118,5
332,1090,5
332,655,5
332,1157,4
332,44,3
332,293,4
332,230,5
332,70,2
332,369,4
332,628,4
332,284,5
332,125,5
332,210,5
332,264,3
332,22,5
332,824,3
332,226,5
332,98,5
332,562,5
332,763,5
332,742,5
332,696,3
