263,511,5
263,132,5
263,222,4
263,199,5
263,153,3
263,28,3
263,215,4
263,265,4
263,435,4
263,521,3
263,514,3
263,174,5
263,588,3
263,879,2
263,133,5
263,520,3
263,483,5
263,886,2
263,250,2
263,196,4
263,237,2
263,484,4
263,300,3
263,271,1
263,202,4
263,357,5
263,186,4
263,79,4
263,328,4
263,31,4
263,690,5
263,100,5
263,135,5
263,662,4
263,272,5
263,602,4
263,486,4
263,419,5
263,921,3
263,23,3
263,86,4
263,58,4
263,1020,3
263,188,5
263,495,5
263,699,4
263,316,5
263,315,4
263,87,4
263,528,4
263,260,2
263,125,4
263,210,3
263,22,5
263,163,5
263,732,5
263,205,5
263,143,5
263,98,4
263,526,5
263,318,5
263,136,4
263,1444,3
