566,575,1
566,660,4
566,388,3
566,511,4
566,403,3
566,12,4
566,153,2
566,8,4
566,33,2
566,215,3
566,265,4
566,521,4
566,755,2
566,529,4
566,879,2
566,133,4
566,49,2
566,576,2
566,395,1
566,483,4
566,54,3
566,196,4
566,387,4
566,213,5
566,1028,2
566,219,1
566,240,3
566,289,1
566,202,4
566,80,3
566,186,3
566,31,3
566,411,4
566,467,3
566,100,5
566,135,5
566,88,3
566,173,3
566,56,4
566,228,2
566,512,4
566,77,4
566,327,3
566,419,2
566,235,3
566,83,4
566,23,4
566,86,4
566,191,4
566,170,5
566,230,2
566,70,4
566,260,2
566,137,5
566,210,4
566,22,3
566,163,5
566,508,4
566,1193,5
566,143,3
566,98,4
566,763,4
566,318,4
566,742,3
566,136,4
