847,928,3
847,222,5
847,603,3
847,428,3
847,456,1
847,153,4
847,8,4
847,174,4
847,507,3
847,142,3
847,473,2
847,133,3
847,652,5
847,200,3
847,239,5
847,39,2
847,196,3
847,66,3
847,1031,2
847,410,1
847,219,4
847,926,1
847,240,1
847,596,3
847,317,3
847,1137,5
847,47,2
847,289,5
847,202,4
847,1050,3
847,1172,1
847,79,4
847,13,3
847,120,1
847,411,1
847,135,4
847,367,3
847,173,5
847,88,2
847,499,4
847,228,4
847,56,1
847,372,5
847,476,4
847,77,4
847,444,3
847,602,3
847,419,3
847,93,1
847,567,3
847,118,3
847,225,1
847,235,1
847,740,4
847,220,4
847,447,3
847,578,3
847,191,4
847,70,3
847,369,1
847,125,3
847,210,3
847,732,4
847,1012,1
847,98,4
847,763,1
847,742,3
